id,car_id,owner_id,vin,gos_num,mark,model,horse_power,car_weight,sts_serial,sts_num,engine_type,car_class,release_date,reg_date
1566,1088,99,UCNHQ7K57G1WLVZ2K,Е007СА41,Honda,Fit,514,3499,4712,886351,diesel,M,2023-03-27,2024-02-14
1567,508,553,8D1KICZYN07WZTS7D,Е752ХС73,Lexus,LS,678,1296,7330,768583,electric,M,2009-09-19,2019-11-20
1568,1323,463,GWTHD2N7OV95CHXIV,Н361МН85,Lexus,LS,479,2128,8621,356779,electric,F,2015-10-22,2016-12-22
1569,903,527,TJZ2DOVJMZOYUV4WS,Р635АР24,Volkswagen,Polo,733,1617,7385,672281,diesel,D,2007-06-28,2012-07-04
1570,234,450,9OKHKWPCO4MTCLNT8,С657ОМ28,Honda,CR-V,534,2333,6272,731574,diesel,J,2005-10-14,2011-03-01
1571,1897,547,ITU81D0I2AEZZZ34Q,Т773КА28,Hyundai,Creta,613,1410,9137,574016,hybrid,C,2025-03-03,2025-03-23
1572,552,867,8JRDBMHY9F3F53EGI,Е521УР60,BMW,X3,564,2167,9200,264210,petrol,B,2007-07-22,2025-01-07
1573,181,935,BRGK6WN8J4CUNIU1F,Е292НР75,Hyundai,Tucson,592,1916,1858,146572,electric,F,2015-11-26,2025-03-21
1574,1628,597,FIELGBRRV98DGG6JN,А572СС47,Volkswagen,Passat,344,1858,8721,492353,diesel,A,2009-01-14,2009-07-09
1575,1695,708,Z4CYT83R3Q4EV3LNU,О972ХР62,BMW,7 Series,80,1686,4941,683926,petrol,D,2016-09-11,2017-11-07
1576,537,437,ACN8OE2MP71RB39QB,М428НН51,Audi,A4,566,2614,3746,304318,diesel,D,2009-03-20,2024-05-26
1577,625,161,2M2NSEDMMR069WHB7,Р219ОМ43,Volkswagen,Polo,163,1033,7200,725684,electric,A,2017-09-03,2019-06-13
1578,1834,807,3I0ONMIG16J4PYG03,М156АУ05,Toyota,Corolla,577,2980,2190,511181,hybrid,B,2018-04-28,2021-02-15
1579,97,325,9Z4DK70UBQTP4MT54,В398МЕ08,Volkswagen,Touareg,661,2345,8492,333249,electric,M,2007-06-30,2017-02-01
1580,1477,570,A09LIV6FNQYPBYFIC,К713НА80,Lexus,ES,266,2106,3312,939948,electric,S,2023-08-28,2024-11-06
1581,1484,723,C9FAUZTRQR71R9JE6,В748СТ19,Toyota,RAV4,719,1430,9872,142369,diesel,E,2023-03-08,2023-09-26
1582,503,653,QKCDHI5QUKZIZT83V,Е296ВТ88,Kia,Rio,774,1560,5735,386359,hybrid,J,2024-02-21,2024-10-18
1583,1366,649,09KUVBBYC7XUZKYPJ,Т835СА12,Kia,Rio,179,1312,9958,444372,hybrid,C,2019-02-26,2024-09-30
1584,485,650,8ANG0TVXRK35EK250,А668ХВ48,Hyundai,Creta,645,857,4239,557018,hybrid,M,2006-06-23,2018-12-25
1585,612,438,ZU2DEEU9M8CRE7J05,Р402ТХ92,Mercedes,GLC,578,1974,5711,428229,hybrid,F,2022-10-05,2025-01-22
1586,356,299,YKTSGI7ZC7XVDK5R0,Н429ХР64,Mercedes,GLC,570,1847,8714,835021,electric,M,2013-12-06,2017-11-28
1587,1213,398,XORY6WG2QB4E9PEW6,Н402ХС07,Hyundai,Elantra,104,2976,5601,616612,hybrid,D,2024-12-31,2025-03-11
1588,1679,513,1N87HJ9809K07CZPO,М278ХЕ09,Mercedes,GLE,766,1658,7832,961862,diesel,B,2014-08-09,2022-12-16
1589,1294,211,ZNUDW2KUQ4XJUXELC,У827ОН48,Ford,Fiesta,112,2404,5938,417995,hybrid,M,2009-02-15,2015-07-26
1590,1735,327,4PWCVLC2W63GZHMZ7,Е975НЕ03,Lexus,ES,535,1255,7056,355287,diesel,M,2010-08-12,2013-09-19
1591,1196,622,65X0P4C318QL33C0A,М841ОР31,Toyota,Corolla,60,2645,7153,478899,diesel,C,2007-12-31,2015-09-17
1592,643,712,X7UXQISLD689P3X2E,У662ОО99,Volkswagen,Golf,509,2683,3914,955310,petrol,F,2023-10-15,2024-04-29
1593,969,32,EKH7CSIB1QT0WSTGY,К846ТВ66,Lexus,ES,501,3499,1783,744822,petrol,M,2012-10-30,2020-01-19
1594,1062,27,ICZO48FN87CBB4CTF,Х318ЕХ74,Lexus,RX,254,3203,4856,704145,petrol,M,2024-08-06,2025-03-19
1595,1680,17,NKTTC1DWLV1YWQF3C,О034ОУ08,Audi,Q7,374,2903,6399,210409,petrol,B,2015-05-01,2017-05-25
1596,754,240,3O7A9AIPKIUAJHMZY,Т689АО67,Hyundai,Solaris,587,3427,1784,558099,petrol,M,2012-04-18,2021-12-20
1597,1676,1000,U173Z4QLJFMX7DNMA,К456ХК72,Volkswagen,Touareg,558,2695,2402,266965,hybrid,C,2024-05-20,2024-07-30
1598,621,199,ME5C8XD48WT6WW76R,О877АА20,Volkswagen,Tiguan,503,3207,6858,694319,petrol,C,2014-06-27,2020-09-09
1599,925,105,G0DW4CI0SA0Q91Y2F,Т825РМ59,Volkswagen,Polo,349,1063,3943,131498,electric,B,2015-02-08,2016-12-26
1600,803,12,MYUG7K34XVLYOJUJO,Х371ОР36,Ford,F-150,784,1973,9384,531632,diesel,B,2019-11-16,2021-10-24
1601,255,869,3IFVPJRTXUQ86DCFO,Р067УР70,Volkswagen,Tiguan,181,1763,1503,844295,hybrid,S,2011-01-29,2016-02-13
1602,1866,768,7N2HMJ8GRSGWG895N,В978МС27,Lexus,NX,296,1233,1178,745259,diesel,C,2019-11-26,2022-08-19
1603,194,248,1VPT1RAOID7U8YHF4,О246ОС03,Kia,Sportage,763,932,4704,229906,diesel,E,2012-02-15,2019-10-05
1604,221,987,ZL6WF7ZVEMYTM9JMK,А352ХА44,Ford,F-150,321,2106,7745,206846,electric,E,2014-12-04,2024-04-29
1605,417,270,Q7BFV0ZYUVGFRCON3,Е342ОН93,Kia,Optima,734,3450,4726,484068,diesel,E,2021-08-10,2025-01-03
1606,494,256,BOWRYCIN5BH8MBIBY,М899КР70,Mercedes,GLE,643,1985,5743,283162,electric,F,2022-10-12,2024-02-20
1607,1668,665,SRQUUF7S6BAVLVS2C,С503ОН21,Toyota,RAV4,172,1045,6515,404313,hybrid,C,2006-07-24,2013-08-04
1608,1602,766,W8KAEEOGGTS8HF6FS,М631РО35,BMW,3 Series,220,3047,5942,419883,hybrid,D,2022-03-21,2024-05-04
1609,336,361,PHBOTL8G3Z0OHP7B3,О361СР51,Hyundai,Elantra,593,3394,8961,499911,electric,B,2008-04-04,2009-10-24
1610,544,368,M7TOZS5EYFZ02A8HB,А700НК46,Audi,A6,500,3169,7711,168757,diesel,J,2017-08-21,2021-04-11
1611,948,864,5JU7E7A6Y6ORZIYI0,В792ЕВ28,BMW,7 Series,247,2209,9319,431717,electric,A,2017-05-05,2020-07-08
1612,321,135,8EXISBC3YBMSDB8J1,В514УТ95,Audi,Q5,475,2842,3211,306711,hybrid,B,2012-05-18,2022-03-31
1613,976,329,64V4SW6V44PL1KR8O,О266РВ00,Hyundai,Creta,170,1597,7261,378941,diesel,D,2011-10-26,2013-01-30
1614,433,223,E3QINJXAIXQUK48U3,Н024УР21,BMW,5 Series,705,1253,3686,181343,diesel,S,2019-12-13,2023-02-09
1615,158,971,3PWXEZP4NLA48Z7UM,О932НВ33,Mercedes,GLC,757,2342,8976,891231,diesel,F,2016-07-31,2017-11-06
1616,311,197,UQEKNIYM76T4F7F9V,С630ОУ25,Audi,Q5,143,2745,3306,253009,diesel,A,2014-12-11,2023-09-20
1617,1788,143,7X3ZV8HZZ9SKFPLYY,Н993ОТ74,Mercedes,E-Class,141,2653,6930,229434,petrol,F,2015-02-19,2016-11-07
1618,1729,894,R34K0YSP0YWXKG5JK,Е776ОТ52,Volkswagen,Touareg,789,3244,3072,353078,diesel,M,2020-11-03,2024-12-21
1619,558,949,T1U4P940OC283O5G3,А554СР88,Honda,Pilot,591,852,4212,337511,diesel,M,2014-07-15,2016-10-23
1620,1356,450,FH7O31EW5N5YVAQN5,Н217РУ39,Hyundai,Santa Fe,683,1298,2915,123171,hybrid,C,2023-07-18,2025-03-30
1621,284,721,8X5348OSP821L0FMR,Е134НС50,Audi,A3,247,3067,5312,527535,diesel,S,2017-05-21,2020-02-06
1622,1765,4,LNIM7FIEK62OQJOAH,А984ВТ84,Mercedes,S-Class,82,1778,4275,894699,hybrid,F,2008-05-10,2018-04-29
1623,1226,396,ND5BGE5QLE10LZSLJ,Н107КН41,Hyundai,Tucson,499,2957,1694,969973,petrol,E,2025-02-05,2025-02-19
1624,660,825,WUCEGOA899XRP7LCA,Р083АК99,Audi,A4,641,1116,9228,135995,electric,C,2020-03-29,2022-08-19
1625,1923,425,QDQBOA9P3XQCDM12P,С452ХМ37,Kia,Cerato,448,1941,9703,787912,hybrid,S,2022-06-06,2024-05-10
1626,1098,947,81HO1G2NS1R37IFJ5,У271НТ37,Audi,A3,516,1429,7900,286992,diesel,D,2011-06-29,2022-07-01
1627,993,421,8MIB764K4VW2A317M,Е559КР47,Mercedes,E-Class,753,859,6430,970365,diesel,F,2021-08-20,2023-12-01
1628,549,556,MZL1K78SJTXZ6C530,В464РВ85,Kia,Cerato,573,3461,5532,262336,electric,E,2015-03-03,2015-05-17
1629,1978,93,KY6XB8OX2FZD9UPJI,Х221РО66,Hyundai,Solaris,180,2505,2737,473482,electric,E,2006-09-28,2008-02-18
1630,57,773,LV9IDV75WSUP6ZT9F,Х019ОН85,Hyundai,Santa Fe,643,1797,9891,576568,diesel,E,2015-09-25,2019-02-18
1631,1287,406,E5E0KVPR9FDILXVBR,В383МТ01,BMW,3 Series,694,960,9753,733252,petrol,J,2016-02-10,2024-08-01
1632,1515,199,GDUJK7RMCC4WIBC64,У208РЕ53,Volkswagen,Polo,112,2746,6923,501806,diesel,E,2019-08-13,2020-08-13
1633,1980,41,YRBDVBS8L68897EPQ,Н607РМ81,Ford,F-150,709,1655,5901,840717,diesel,C,2012-07-02,2017-04-03
1634,48,268,QDW4BOLSKQS27IGFC,О950МТ20,BMW,X5,306,1892,4875,464342,hybrid,E,2019-06-12,2021-09-03
1635,431,436,UKZY82A940O6MIDX3,А704ВВ44,Honda,Civic,515,2094,6266,969904,petrol,A,2020-04-03,2024-05-27
1636,1368,365,S6P16DKK9IZ5N7XJX,Е993ХХ92,Volkswagen,Tiguan,344,2513,4273,996303,hybrid,A,2019-10-02,2022-05-26
1637,839,807,VYMY9MX64OLAILQIT,О781РА45,Honda,Civic,739,1566,4170,629183,petrol,J,2021-03-21,2022-03-06
1638,550,344,8T2LJ86QK6VQMJGMX,Е815ТО30,Lexus,GX,244,1149,1550,730957,electric,J,2017-01-23,2024-05-28
1639,741,273,X8NIFP033BW0YDVEJ,Х525ВС02,Toyota,Land Cruiser,259,2699,6890,158723,petrol,S,2023-12-15,2024-07-20
1640,1543,566,7WLT52A7S0Q5QB76N,М519АМ62,Audi,Q5,601,1505,9593,501345,electric,S,2025-01-16,2025-02-07
1641,916,165,6I0C1SWRJWUAJPXSY,С653ЕХ15,Mercedes,GLE,103,2552,6660,802724,electric,C,2007-05-20,2024-10-18
1642,977,687,0Z1DOBMEJD8OO3WZ9,Е390МС88,Ford,Mustang,334,3101,6862,625763,electric,A,2008-04-21,2016-02-16
1643,457,805,ED3JMB5KHU0ME9HKF,К746НР67,Kia,Sportage,423,2023,6315,616729,electric,E,2007-02-20,2008-03-07
1644,305,237,XNW9CU2VI9ELNN0XE,Е158УА06,Hyundai,Creta,628,1140,2174,997068,petrol,S,2020-04-17,2024-03-15
1645,870,780,IN2RY49IUXXWWXL50,В468КТ93,Hyundai,Tucson,104,2542,6480,696715,electric,F,2010-02-08,2019-10-15
1646,1540,897,7GA9AEM1VK0OX1TVH,У387УН10,Mercedes,GLC,247,3032,3760,953731,diesel,J,2021-11-26,2024-02-02
1647,182,697,SV353C1VW7K5FOU9I,У069ОН74,Lexus,ES,540,2989,8077,370927,petrol,C,2014-12-31,2015-10-24
1648,1296,682,9HU38MEGHFKVNAB99,К565КР31,Honda,Accord,319,1388,6367,179493,petrol,M,2010-05-08,2019-10-01
1649,1437,728,Q4MBQXHKLL6CG18CB,Н198АХ12,Lexus,LS,209,2940,6904,812589,electric,J,2009-01-09,2019-03-18
1650,1718,495,8G8UGD56S6SONKGNU,У444ТН85,Honda,Accord,297,1616,6563,392878,petrol,D,2024-02-18,2025-01-25
1651,1223,453,7N7PVS22K40YZLFOS,О523НР08,Kia,Cerato,635,1538,3447,303586,petrol,A,2007-05-14,2021-03-29
1652,1397,725,IFU5WMLRIAO7UAO5Z,Х901КТ91,Lexus,LS,133,3053,2653,612894,hybrid,C,2023-12-16,2024-07-02
1653,695,235,OTDHZ1OOG6XAO49BZ,О039СТ86,Hyundai,Creta,558,982,8152,922034,hybrid,C,2012-07-25,2021-06-16
1654,1807,157,TZQYEOEC6SCAI2YBH,Т338РМ00,Hyundai,Santa Fe,726,3395,7395,653028,petrol,D,2010-05-13,2017-07-01
1655,1993,669,KKSITSOKIAHDNKE33,Х927ТХ89,Honda,Civic,476,2179,5827,139282,petrol,C,2014-02-26,2016-07-31
1656,605,494,ULRQKKGSPL68HYZK0,Н137УТ60,Audi,Q5,83,1062,9736,891902,petrol,E,2023-09-29,2025-03-31
1657,263,913,YGRBWFLB43G0U258B,К231СС94,Mercedes,C-Class,671,1719,8079,825252,petrol,B,2008-09-30,2013-05-03
1658,1639,965,UEW6K7RI80R1OVUM5,О364ОР62,Lexus,ES,655,2481,8190,142743,hybrid,A,2024-09-20,2025-04-03
1659,1415,867,2J0OGOWR2XW2MUS1M,Х236ОР17,BMW,X3,221,3014,9763,211182,petrol,J,2016-03-15,2021-12-16
1660,111,613,RMHSWL2EDP99EH85F,О599ОВ68,Mercedes,GLC,244,812,2959,152079,hybrid,J,2010-04-04,2014-03-27
1661,1468,115,QM7KS9RKJVJZ4QK3K,Т507ЕВ83,BMW,7 Series,475,2391,1014,891961,hybrid,A,2018-04-10,2021-11-09
1662,682,226,2Y8BRMD461GGW5AZI,У484ХУ94,Toyota,RAV4,512,3207,9452,364841,electric,D,2016-08-08,2021-05-11
1663,725,271,ANCHHOEVFHXU991PR,Н979УЕ17,Honda,Civic,75,2106,7000,906512,hybrid,C,2023-03-04,2024-03-28
1664,1480,881,BSSCICJKO4ZGGBV81,А229ХЕ97,Volkswagen,Tiguan,696,3068,5754,304942,petrol,B,2013-03-13,2020-05-07
1665,1778,229,V0YVU759PQWTW2OMC,Р677СУ51,Mercedes,E-Class,130,3087,1322,674555,electric,F,2021-09-10,2023-12-22
1666,1418,477,TE17RTQ478DC0XE1F,Т488ВТ16,Ford,Fiesta,713,964,1860,181788,hybrid,A,2008-09-25,2020-11-20
1667,1460,78,CZFWNV2ZEMXEVUWSX,О248УК82,Mercedes,GLE,588,2335,3568,324212,hybrid,E,2020-10-16,2024-09-13
1668,692,859,I2WI4DDNP1P7TJJFR,В667МК92,Volkswagen,Golf,288,3324,2494,490667,diesel,B,2009-03-28,2024-09-03
1669,548,312,HBLCPS5BMZH0ME8XQ,Р566ОН54,Honda,Accord,745,1568,8641,381424,petrol,A,2017-06-28,2024-10-30
1670,1952,772,CAMJCIIDBQX00SHFN,У633ОВ15,Kia,Sorento,786,2153,4433,384278,electric,F,2007-05-13,2024-07-20
1671,1793,879,JINNIK4327JJU6N5Z,О001ТК89,Volkswagen,Passat,760,3317,6519,830450,petrol,C,2016-04-15,2020-11-02
1672,138,225,DSU2OFKMBMKVM7AIF,Т636НН66,Toyota,Corolla,185,2641,2729,869385,diesel,F,2015-08-15,2019-02-27
1673,1970,945,HFLK2ESO9QI48LNG2,Р268ОТ26,Kia,Sportage,171,1214,7965,255270,hybrid,A,2011-10-22,2014-06-17
1674,836,563,1VBZSLY1OU53L1E67,М529АС31,Mercedes,S-Class,781,1086,8352,710530,diesel,M,2008-02-03,2021-11-02
1675,707,536,3LJ5H1GGS78LLMN57,О154АК30,Kia,Cerato,158,2425,5975,915954,petrol,M,2016-11-12,2018-11-21
1676,1858,881,RGR134LZM5V4Z0GD4,В444УТ06,Ford,Explorer,724,2614,5116,130811,petrol,S,2010-10-15,2024-10-06
1677,1960,408,RDEUL9Z0U49EPXBAG,Н530УК81,Lexus,RX,782,3014,2817,107859,petrol,A,2010-03-16,2023-12-25
1678,1012,223,R3ML9NKEE16J23OHK,О463СА96,Mercedes,E-Class,555,2711,9530,751791,petrol,S,2018-10-13,2022-06-13
1679,1008,3,EBRLS2PAJURV483LN,Т256ВН22,Mercedes,C-Class,564,1576,1198,739639,diesel,B,2023-04-28,2024-07-22
1680,1466,96,WI639GHCO1ACDODZ5,А750АН25,Volkswagen,Passat,377,2257,8291,981668,hybrid,C,2015-06-02,2016-12-24
1681,400,556,4JPIIY51UR2ZYHHPL,М471НВ01,BMW,X3,196,2446,6533,589076,diesel,D,2020-05-22,2020-06-22
1682,1583,832,US6C6UC3VCDQSBZOX,Е658ОА16,Honda,Accord,378,1412,5848,552248,electric,M,2006-05-01,2020-10-06
1683,1808,401,UCSR8F0FJ0O2JZ29I,С025ВО06,Toyota,Camry,344,1945,3279,306907,diesel,D,2017-01-14,2017-02-10
1684,992,115,UT4PJCWF9UVY1FHXA,В938ОМ25,Kia,Rio,409,1029,4685,406139,hybrid,C,2021-03-10,2024-07-11
1685,1931,420,PCPJD8G7AI22NLQOD,Х849ЕА15,Audi,Q7,459,1029,3860,895081,petrol,B,2011-01-02,2024-04-12
1686,1724,531,VTLWGG7P71YPJGGTW,Н385АХ07,BMW,3 Series,712,1730,6408,680765,electric,M,2020-10-30,2024-10-20
1687,1990,681,YJBSXUK8NMH57Y1G0,Т140УХ51,Lexus,LS,526,1071,1901,483088,electric,A,2017-02-26,2022-06-03
1688,479,384,XJFPZQZMLQAAKG7Q0,Н215АА89,Honda,Fit,605,2574,3676,255885,electric,F,2021-04-19,2025-01-12
1689,196,635,X81FUT0QA0DGZH2ZT,К590МО24,Hyundai,Tucson,212,2433,9611,148453,electric,M,2014-01-20,2016-08-27
1690,1105,675,U3OU0IS8HPQOK7HLQ,У074ОХ47,Audi,Q5,703,2863,6433,159788,diesel,S,2021-01-06,2023-03-28
1691,615,543,91ENVK65UJRKYC7K0,Х583НО08,Hyundai,Solaris,235,2726,5695,435125,diesel,D,2023-12-26,2024-02-09
1692,1861,545,WNZAK15PLTR8II6Y8,М563АК76,Honda,CR-V,600,3053,6458,311408,diesel,J,2015-12-18,2024-07-17
1693,1470,456,YYPWL71YTX330WEWP,К492НТ89,Mercedes,S-Class,607,3161,9353,628136,electric,A,2021-10-11,2023-11-17
1694,699,779,RUEZJV2KXETUDI29V,С398КЕ70,Toyota,Camry,437,3477,8977,633155,diesel,B,2014-09-24,2020-07-26
1695,1613,256,CDZV8M851DH5WR1DL,Х439РА68,Honda,Civic,752,2063,3852,507617,hybrid,B,2008-09-24,2012-10-03
1696,1403,919,GD99NZX6L00JSWBFY,У590УХ42,Lexus,RX,298,2988,9329,743069,electric,J,2019-07-15,2020-02-18
1697,415,88,T8WEXD46B9BSBTV0L,М745РТ68,Audi,Q5,196,1842,7597,842731,petrol,M,2018-12-04,2022-09-09
1698,1307,42,VL75ULB602S6EDFO7,А510ОН90,Audi,Q5,245,1142,2287,393028,petrol,S,2010-07-15,2013-04-19
1699,564,412,V42SFSWMIDLA3K2QC,Н154ХМ60,Hyundai,Solaris,436,1284,9584,552319,hybrid,E,2005-05-05,2015-12-09
1700,1027,296,HK1O0KN62811MGC0M,У175РЕ92,BMW,X3,107,2840,4285,792667,petrol,C,2017-07-10,2024-06-16
1701,141,664,A3YMSNA0Q33WMAFDV,Х969КР34,BMW,7 Series,442,905,9038,354010,petrol,S,2011-06-12,2019-04-13
1702,777,620,QI6DIVHRT8ROJUNH2,Х562ХВ83,Mercedes,GLC,586,2090,5286,486396,petrol,M,2022-05-23,2022-06-05
1703,522,357,DQROHTWMQGR5UVR80,Е312ВК40,Toyota,Land Cruiser,798,3500,9565,418706,electric,B,2013-03-08,2018-11-01
1704,647,746,PE7JKDBOOS5ADUN9A,Х760ВЕ87,Kia,Sportage,786,2121,1309,127834,hybrid,B,2006-11-28,2013-12-30
1705,867,910,L60OWEVPR6ZNTXMV1,У496ТР12,Audi,Q7,212,2509,5521,298468,hybrid,S,2009-04-10,2021-01-21
1706,1953,334,YSFG15VLMDMIMIKC4,В878МО90,Audi,Q7,67,2851,6218,490168,diesel,J,2019-08-25,2019-11-28
1707,1598,746,CMKUNWTIPFAR9KKHT,Р384СТ19,Volkswagen,Passat,447,3132,5944,784943,electric,D,2022-03-02,2024-02-19
1708,1903,336,PWVPWW32QJRAJ4YHD,О128ОМ96,Mercedes,GLE,742,3188,5475,177315,petrol,D,2013-02-16,2014-09-30
1709,299,477,D1RD9529AQV5DL3RW,Е672ТХ04,Mercedes,C-Class,301,2736,7068,919576,diesel,B,2022-03-09,2024-09-09
1710,1823,101,E8JPB76ZH3T0D54PZ,У424КЕ61,Volkswagen,Golf,148,1720,7359,898551,hybrid,S,2014-06-08,2019-08-29
1711,1417,154,A5IV5CHC6BFNOF5HB,Р345СР86,Mercedes,C-Class,600,3018,8594,288431,electric,F,2022-07-06,2023-12-27
1712,540,975,4T6QOY4CI6RHWCQIA,У350УО21,Toyota,Prius,504,1294,7286,358895,electric,C,2020-08-10,2021-08-10
1713,1580,131,IUY4YKL77S5OQKFX4,М611КТ12,Audi,A4,276,1624,7636,323877,petrol,E,2008-06-30,2017-01-17
1714,723,933,W2S8IVWD96DK2H83S,Р427РХ83,Mercedes,C-Class,218,1068,8805,752179,hybrid,E,2013-11-04,2021-04-23
1715,1596,98,US1HZOMTHYW2X2LQ6,М440ЕМ36,Ford,Mustang,624,1302,7806,438184,hybrid,E,2021-12-06,2024-12-22
1716,1693,989,OXRK21IF0QQ6G6WWN,Е802МС57,Volkswagen,Tiguan,202,882,1255,550999,petrol,M,2022-01-31,2023-12-10
1717,1696,5,4F3FJ5M2ZYDGK6T2K,О612ТХ65,BMW,7 Series,161,2227,6577,198592,electric,J,2015-12-03,2020-03-05
1718,1241,310,BYQ7B7K7V04F5WT1Z,Т808НА49,Honda,CR-V,704,3378,5307,581881,diesel,B,2005-09-12,2005-10-28
1719,1184,795,ZW3HK0YACJQ6B4KTO,Х125МА61,Ford,F-150,438,3426,4971,758319,electric,M,2013-11-08,2022-03-04
1720,493,768,OU7SKBEA3ULFARFSB,А228АР83,Kia,Optima,311,2875,5771,759669,electric,M,2011-05-11,2022-03-24
1721,1302,851,0DYBMOE9HJMISYYCI,Т613РР75,Honda,Civic,403,3391,4439,335230,electric,A,2023-09-26,2025-01-13
1722,89,46,EV4WY781GT5IL10RM,О877ВХ47,Ford,Focus,632,2267,3988,102094,hybrid,B,2024-08-02,2024-11-04
1723,790,739,666LNKTAOZ59FQG1F,Т519СХ81,Mercedes,GLC,589,2256,9597,867668,hybrid,E,2016-11-27,2023-09-14
1724,77,10,YDA2SV7Q94HWYHGOQ,О566ХК59,Ford,Fiesta,722,2561,5677,835619,electric,B,2023-02-18,2024-06-29
1725,1103,519,UBFH9WK2AVTU37069,М996СС69,Kia,Sportage,750,1403,1460,302051,hybrid,B,2020-11-22,2023-06-20
1726,1572,52,TJOPM2W0NCQW28ZLJ,М222ВВ46,Kia,Cerato,305,2326,6486,479412,hybrid,A,2015-02-06,2016-05-18
1727,560,101,25CLSYPP1YD5CEZJU,О042ВХ44,Honda,Pilot,342,3470,4901,235757,hybrid,M,2017-09-25,2024-04-03
1728,202,733,H9GWZ27FOOH5K82GD,Т928ТУ49,Honda,Accord,544,3412,9365,916788,hybrid,C,2010-09-24,2022-07-22
1729,1243,908,EH6O1C1NJD52IEL1K,К168ОА71,Audi,Q5,101,2479,1484,369775,diesel,F,2022-09-16,2024-03-11
1730,1981,505,Z05LY1LH8DI218D1S,Н695КТ29,Mercedes,S-Class,212,2635,3059,568880,hybrid,C,2007-08-13,2017-09-24
1731,541,385,DR8GB0WCPM5EAA42Q,Н813ВК39,Toyota,RAV4,705,2978,9949,357688,petrol,S,2012-11-08,2015-01-22
1732,1954,168,6JHS3NP14NQ0AQMKT,О347КО87,Lexus,RX,609,1188,8595,823014,diesel,A,2022-10-08,2024-09-13
1733,1768,942,2CN14I7C6BFXDH2CS,С010АР61,Kia,Sportage,760,2576,5860,586680,petrol,J,2006-11-06,2013-09-30
1734,451,765,4CSZA5U5I9U4CFKEV,Е562ТН04,Audi,A6,493,2399,3227,646909,hybrid,C,2013-09-15,2024-12-01
1735,1159,372,AQNG2QL9714KL042O,Е345ТХ42,Hyundai,Tucson,116,1999,3181,216054,petrol,S,2009-06-24,2023-06-16
1736,518,736,P9ZQQ7J37IQZ64GEC,Т305СА80,Lexus,LS,242,1800,8672,159073,diesel,D,2023-02-05,2024-11-22
1737,556,962,8TQDOL2E2L6OA4YO5,К510АТ34,BMW,3 Series,644,2545,1882,332608,hybrid,D,2008-06-02,2021-02-03
1738,1293,962,WAGUQW7GFGX68DTRE,А291АР31,Toyota,Camry,774,1405,3516,619564,petrol,C,2018-04-10,2020-09-14
1739,267,461,LXZ7K4LD3L122T8VQ,В811ХА62,Audi,A6,381,3319,7808,411698,hybrid,B,2006-03-31,2014-05-26
1740,1215,662,VMFL9OMAPMG3V6IJ2,Х966РХ42,Kia,Sportage,636,2460,7232,746112,diesel,J,2008-08-13,2023-07-11
1741,495,971,XEVRZCW9PE677G23F,Р581СО45,Ford,F-150,726,844,2777,279189,hybrid,J,2019-02-28,2021-01-20
1742,1029,201,GO5NN4SINO5TY4UQC,Р406МН86,Volkswagen,Tiguan,103,3435,9750,716649,electric,M,2010-01-25,2014-08-22
1743,1672,401,63MYVESJHPAPT9PWC,Е716МТ65,Mercedes,S-Class,220,1622,1177,353231,electric,S,2016-08-11,2016-12-07
1744,1985,996,7OB73XLEFKD5BER89,К808ХУ09,Hyundai,Creta,679,2582,9680,355163,electric,J,2017-03-01,2019-05-16
1745,984,665,WRR1X7O57RQ0MUEI7,В875НР34,Toyota,Land Cruiser,523,3050,4191,343482,electric,C,2007-10-16,2013-10-14
1746,1007,57,YFNPNT52761ZD8LUW,В646НТ57,Kia,Sportage,762,2730,6498,491710,diesel,B,2015-11-27,2022-11-21
1747,1689,1,G83X1H5W1SRISKDBB,О249ТТ68,Toyota,Camry,60,3359,4987,513390,electric,J,2025-03-07,2025-03-31
1748,1811,124,FCI4GFCY3JM606N3Z,Т246КС59,Audi,A6,300,870,6941,188329,diesel,F,2024-04-22,2025-03-06
1749,561,508,NOF32PEP5UF6Q5CDO,В188ТО44,Volkswagen,Tiguan,593,1608,4931,464767,diesel,M,2024-06-21,2024-12-01
1750,865,716,OXCUJ87BXANU182I4,М912РТ97,Toyota,Prius,454,867,1675,251996,diesel,S,2016-08-19,2019-12-10
1751,1926,836,Q9GFXBC7YRAQN0Y1A,Н614ЕС76,Audi,A3,232,3221,4661,505704,hybrid,A,2022-10-21,2024-05-08
1752,1770,722,TEL1EPD9C6XSPZYX3,С254МА87,Volkswagen,Touareg,138,1919,9150,708485,petrol,D,2016-05-29,2020-05-08
1753,306,134,EGYOZDN1WF81SEI7D,Н063РР56,BMW,X5,496,3359,8127,228421,diesel,D,2019-03-21,2024-12-16
1754,525,207,IRTSXSWLE0KJPQY9P,К903ОТ86,Toyota,Prius,157,901,1418,112559,hybrid,F,2024-05-20,2025-04-14
1755,201,395,GHZG584W0SLRYTR92,Т793ХТ43,Kia,Optima,494,2541,1261,321164,hybrid,A,2013-01-29,2025-04-01
1756,1967,125,O4DNBIZKNY50ORPXT,С327КТ19,BMW,5 Series,533,3301,3156,282487,petrol,M,2009-04-20,2015-10-25
1757,1536,962,73JQ1FZ7WPPCN577S,М311ТК04,Volkswagen,Tiguan,722,1652,3212,311552,diesel,A,2023-11-20,2024-02-04
